pickup_datetime,zone_id,zone_type,trip_count,drivers_online,avg_fare_inr,avg_wait_time_sec,surge_multiplier,is_rain
2024-09-01 01:00:00,12,CBD,59,35,323.39,391.6,1.69,0
2024-09-01 01:00:00,13,Mixed,23,16,239.86,346.6,1.44,0
2024-09-01 01:00:00,14,Mixed,32,16,499.51,466.6,2.0,0
2024-09-01 01:00:00,15,Mixed,24,15,212.59,391.7,1.6,0
2024-09-01 01:00:00,16,Mixed,18,11,342.38,363.7,1.64,0
2024-09-01 01:00:00,17,Residential,17,9,289.29,442.5,1.89,0
2024-09-01 01:00:00,18,Residential,17,12,278.45,367.6,1.42,0
2024-09-01 01:00:00,19,CBD,63,29,423.04,507.2,2.17,0
2024-09-01 01:00:00,20,CBD,54,46,224.0,281.8,1.17,0
2024-09-01 02:00:00,1,Residential,11,19,175.0,198.0,1.0,0
2024-09-01 02:00:00,2,Mixed,33,18,427.46,439.5,1.83,0
2024-09-01 02:00:00,3,Mixed,26,19,252.22,353.3,1.37,0
2024-09-01 02:00:00,4,Residential,13,11,237.51,300.5,1.18,0
2024-09-01 02:00:00,5,Mixed,21,20,220.93,273.4,1.05,0
2024-09-01 02:00:00,6,Mixed,29,22,216.51,331.5,1.32,1
2024-09-01 02:00:00,7,Residential,24,9,407.65,604.6,2.67,1
2024-09-01 02:00:00,8,Residential,19,16,177.2,317.8,1.19,0
2024-09-01 02:00:00,9,Mixed,30,21,236.68,357.8,1.43,0
2024-09-01 02:00:00,10,CBD,52,39,233.01,299.2,1.33,0
2024-09-01 02:00:00,11,CBD,39,43,193.15,246.8,1.0,0
2024-09-01 02:00:00,12,CBD,46,41,251.97,290.1,1.12,0
2024-09-01 02:00:00,13,Mixed,23,12,357.28,459.5,1.92,0
2024-09-01 02:00:00,14,Mixed,26,17,178.05,334.8,1.53,0
2024-09-01 02:00:00,15,Mixed,24,19,206.8,308.4,1.26,0
2024-09-01 02:00:00,16,Mixed,21,18,210.3,332.3,1.17,0
2024-09-01 02:00:00,17,Residential,23,12,377.99,430.6,1.92,0
2024-09-01 02:00:00,18,Residential,10,16,168.55,191.8,1.0,0
2024-09-01 02:00:00,19,CBD,46,45,220.6,253.7,1.02,0
2024-09-01 02:00:00,20,CBD,47,34,162.51,332.0,1.38,0
2024-09-01 03:00:00,1,Residential,16,8,490.31,445.4,2.0,0
2024-09-01 03:00:00,2,Mixed,23,17,223.95,316.5,1.35,0
2024-09-01 03:00:00,3,Mixed,12,15,225.91,184.1,1.0,0
2024-09-01 03:00:00,4,Residential,13,13,169.86,257.6,1.0,0
2024-09-01 03:00:00,5,Mixed,22,16,278.11,339.4,1.38,0
2024-09-01 03:00:00,6,Mixed,24,19,164.49,299.3,1.26,0
2024-09-01 03:00:00,7,Residential,23,8,602.53,632.6,2.88,0
2024-09-01 03:00:00,8,Residential,15,13,219.79,277.3,1.15,0
2024-09-01 03:00:00,9,Mixed,24,24,133.75,255.6,1.0,0
2024-09-01 03:00:00,10,CBD,40,36,210.46,306.4,1.11,0
2024-09-01 03:00:00,11,CBD,45,42,122.07,255.1,1.07,0
2024-09-01 03:00:00,12,CBD,48,27,274.73,423.7,1.78,0
2024-09-01 03:00:00,13,Mixed,13,20,197.85,177.9,1.0,0
2024-09-01 03:00:00,14,Mixed,29,14,336.35,474.8,2.07,0
2024-09-01 03:00:00,15,Mixed,27,17,372.45,362.0,1.59,0
2024-09-01 03:00:00,16,Mixed,22,15,245.78,349.0,1.47,0
2024-09-01 03:00:00,17,Residential,12,10,249.56,330.8,1.2,0
2024-09-01 03:00:00,18,Residential,15,14,199.9,268.4,1.07,0
2024-09-01 03:00:00,19,CBD,41,26,303.99,362.3,1.58,0
2024-09-01 03:00:00,20,CBD,47,38,218.6,281.8,1.24,0
2024-09-01 04:00:00,1,Residential,22,15,279.98,342.6,1.47,0
2024-09-01 04:00:00,2,Mixed,21,23,196.81,248.4,1.0,0
2024-09-01 04:00:00,3,Mixed,23,22,221.25,291.6,1.05,0
2024-09-01 04:00:00,4,Residential,25,11,204.38,502.1,2.27,0
2024-09-01 04:00:00,5,Mixed,29,17,383.0,397.5,1.71,1
2024-09-01 04:00:00,6,Mixed,22,20,222.58,276.7,1.1,0
2024-09-01 04:00:00,7,Residential,21,12,205.56,420.3,1.75,0
2024-09-01 04:00:00,8,Residential,21,10,252.28,466.2,2.1,0
2024-09-01 04:00:00,9,Mixed,13,21,201.95,181.0,1.0,0
2024-09-01 04:00:00,10,CBD,29,39,227.51,193.4,1.0,0
2024-09-01 04:00:00,11,CBD,52,42,223.42,303.1,1.24,0
2024-09-01 04:00:00,12,CBD,47,34,273.29,355.2,1.38,0
2024-09-01 04:00:00,13,Mixed,21,21,249.16,280.4,1.0,0
2024-09-01 04:00:00,14,Mixed,25,13,376.69,445.5,1.92,0
2024-09-01 04:00:00,15,Mixed,31,19,244.99,367.6,1.63,0
2024-09-01 04:00:00,16,Mixed,26,14,253.78,436.6,1.86,0
2024-09-01 04:00:00,17,Residential,19,11,296.95,396.8,1.73,0
2024-09-01 04:00:00,18,Residential,15,17,189.76,240.6,1.0,0
2024-09-01 04:00:00,19,CBD,42,31,142.97,331.4,1.35,0
2024-09-01 04:00:00,20,CBD,50,41,295.68,287.0,1.22,0
2024-09-01 05:00:00,1,Residential,10,15,256.2,193.9,1.0,0
2024-09-01 05:00:00,2,Mixed,31,15,442.37,462.7,2.07,0
2024-09-01 05:00:00,3,Mixed,33,14,450.55,531.6,2.36,0
2024-09-01 05:00:00,4,Residential,18,20,122.31,239.1,1.0,0
2024-09-01 05:00:00,5,Mixed,21,13,252.98,382.4,1.62,0
2024-09-01 05:00:00,6,Mixed,33,20,167.73,389.8,1.65,1
2024-09-01 05:00:00,7,Residential,9,10,79.93,214.4,1.0,0
2024-09-01 05:00:00,8,Residential,16,9,394.62,405.4,1.78,0
2024-09-01 05:00:00,9,Mixed,21,17,215.07,330.9,1.24,0
2024-09-01 05:00:00,10,CBD,39,44,195.88,245.6,1.0,0
2024-09-01 05:00:00,11,CBD,54,45,241.41,320.5,1.2,0
2024-09-01 05:00:00,12,CBD,60,37,280.88,390.5,1.62,0
2024-09-01 05:00:00,13,Mixed,18,27,245.9,198.0,1.0,0
2024-09-01 05:00:00,14,Mixed,19,25,199.63,230.0,1.0,0
2024-09-01 05:00:00,15,Mixed,24,21,226.37,295.7,1.14,0
2024-09-01 05:00:00,16,Mixed,13,22,179.92,184.3,1.0,0
2024-09-01 05:00:00,17,Residential,23,13,221.88,410.0,1.77,0
2024-09-01 05:00:00,18,Residential,15,8,354.23,444.3,1.88,0
2024-09-01 05:00:00,19,CBD,55,40,271.91,342.0,1.38,0
2024-09-01 05:00:00,20,CBD,42,44,123.83,255.9,1.0,0
2024-09-01 06:00:00,1,Residential,18,19,232.59,247.8,1.0,0
2024-09-01 06:00:00,2,Mixed,27,25,191.84,265.1,1.08,0
2024-09-01 06:00:00,3,Mixed,23,11,345.01,489.5,2.09,0
2024-09-01 06:00:00,4,Residential,20,9,404.64,500.3,2.22,1
2024-09-01 06:00:00,5,Mixed,21,25,204.65,196.4,1.0,0
2024-09-01 06:00:00,6,Mixed,26,19,311.32,336.7,1.37,0
2024-09-01 06:00:00,7,Residential,21,16,287.38,333.0,1.31,0
2024-09-01 06:00:00,8,Residential,14,15,124.91,268.7,1.0,0
2024-09-01 06:00:00,9,Mixed,21,19,263.23,274.2,1.11,0
2024-09-01 06:00:00,10,CBD,42,34,293.76,305.9,1.24,0
2024-09-01 06:00:00,11,CBD,40,30,389.82,317.9,1.33,0
2024-09-01 06:00:00,12,CBD,37,43,184.42,226.0,1.0,0
2024-09-01 06:00:00,13,Mixed,29,17,307.64,413.1,1.71,0
2024-09-01 06:00:00,14,Mixed,24,15,327.3,389.0,1.6,0
2024-09-01 06:00:00,15,Mixed,22,17,309.94,314.7,1.29,0
2024-09-01 06:00:00,16,Mixed,31,24,213.83,323.6,1.29,0
2024-09-01 06:00:00,17,Residential,7,11,172.63,183.2,1.0,0
2024-09-01 06:00:00,18,Residential,11,12,235.27,240.9,1.0,0
2024-09-01 06:00:00,19,CBD,45,37,302.54,268.4,1.22,0
2024-09-01 06:00:00,20,CBD,43,29,244.11,371.8,1.48,0
2024-09-01 07:00:00,1,Residential,11,11,180.05,282.1,1.0,0
2024-09-01 07:00:00,2,Mixed,19,20,119.71,235.2,1.0,0
2024-09-01 07:00:00,3,Mixed,29,19,267.6,350.3,1.53,0
2024-09-01 07:00:00,4,Residential,20,11,357.63,403.8,1.82,0
2024-09-01 07:00:00,5,Mixed,27,24,230.08,282.9,1.12,0
2024-09-01 07:00:00,6,Mixed,24,9,689.12,574.9,2.67,0
2024-09-01 07:00:00,7,Residential,12,8,295.21,358.5,1.5,0
2024-09-01 07:00:00,8,Residential,14,5,537.32,633.3,2.8,0
2024-09-01 07:00:00,9,Mixed,16,12,176.25,346.5,1.33,0
2024-09-01 07:00:00,10,CBD,57,35,255.58,394.1,1.63,0
2024-09-01 07:00:00,11,CBD,50,35,258.66,354.3,1.43,0
2024-09-01 07:00:00,12,CBD,52,35,271.47,351.0,1.49,0
2024-09-01 07:00:00,13,Mixed,22,17,191.69,323.4,1.29,0
2024-09-01 07:00:00,14,Mixed,21,16,210.93,337.5,1.31,0
2024-09-01 07:00:00,15,Mixed,19,21,146.56,250.9,1.0,0
2024-09-01 07:00:00,16,Mixed,26,27,194.92,243.2,1.0,0
2024-09-01 07:00:00,17,Residential,23,12,349.64,447.1,1.92,1
2024-09-01 07:00:00,18,Residential,21,13,262.4,377.2,1.62,0
2024-09-01 07:00:00,19,CBD,43,45,78.15,260.3,1.0,0
2024-09-01 07:00:00,20,CBD,52,35,197.3,369.2,1.49,0
2024-09-01 08:00:00,1,Residential,13,17,195.04,190.7,1.0,0
2024-09-01 08:00:00,2,Mixed,18,16,212.79,299.5,1.12,0
2024-09-01 08:00:00,3,Mixed,19,13,200.24,365.5,1.46,0
2024-09-01 08:00:00,4,Residential,9,16,148.08,178.9,1.0,0
2024-09-01 08:00:00,5,Mixed,48,20,421.52,536.2,2.4,1
2024-09-01 08:00:00,6,Mixed,30,13,368.57,515.4,2.31,0
2024-09-01 08:00:00,7,Residential,15,22,164.81,202.0,1.0,0
2024-09-01 08:00:00,8,Residential,10,19,194.58,173.6,1.0,0
2024-09-01 08:00:00,9,Mixed,27,17,174.57,379.1,1.59,0
2024-09-01 08:00:00,10,CBD,38,36,252.38,263.0,1.06,0
2024-09-01 08:00:00,11,CBD,44,32,236.28,327.6,1.38,0
2024-09-01 08:00:00,12,CBD,51,38,269.13,322.1,1.34,0
2024-09-01 08:00:00,13,Mixed,22,14,343.9,374.7,1.57,0
2024-09-01 08:00:00,14,Mixed,25,15,239.24,405.7,1.67,0
2024-09-01 08:00:00,15,Mixed,27,26,150.86,243.2,1.04,0
2024-09-01 08:00:00,16,Mixed,24,18,259.23,305.8,1.33,0
2024-09-01 08:00:00,17,Residential,18,17,176.8,279.4,1.06,0
2024-09-01 08:00:00,18,Residential,20,13,282.51,394.5,1.54,0
2024-09-01 08:00:00,19,CBD,47,43,140.5,258.2,1.09,0
2024-09-01 08:00:00,20,CBD,55,31,158.94,412.0,1.77,0
2024-09-01 09:00:00,1,Residential,11,10,203.04,284.9,1.1,0
2024-09-01 09:00:00,2,Mixed,19,18,197.55,261.9,1.06,0
2024-09-01 09:00:00,3,Mixed,25,10,482.28,542.7,2.5,0
2024-09-01 09:00:00,4,Residential,15,9,322.02,390.2,1.67,0
2024-09-01 09:00:00,5,Mixed,20,15,243.62,334.9,1.33,0
2024-09-01 09:00:00,6,Mixed,22,18,125.42,285.4,1.22,0
2024-09-01 09:00:00,7,Residential,20,6,315.37,735.9,3.33,0
2024-09-01 09:00:00,8,Residential,17,16,150.47,283.7,1.06,0
2024-09-01 09:00:00,9,Mixed,31,17,427.72,421.2,1.82,0
2024-09-01 09:00:00,10,CBD,51,30,256.74,391.3,1.7,0
2024-09-01 09:00:00,11,CBD,58,31,397.33,432.0,1.87,0
2024-09-01 09:00:00,12,CBD,41,43,154.61,233.2,1.0,0
2024-09-01 09:00:00,13,Mixed,23,14,318.16,388.4,1.64,0
2024-09-01 09:00:00,14,Mixed,19,7,471.96,611.1,2.71,0
2024-09-01 09:00:00,15,Mixed,22,16,193.33,328.2,1.38,0
2024-09-01 09:00:00,16,Mixed,30,17,334.49,436.6,1.76,0
2024-09-01 09:00:00,17,Residential,19,11,289.33,425.8,1.73,0
2024-09-01 09:00:00,18,Residential,20,9,406.99,494.3,2.22,0
2024-09-01 09:00:00,19,CBD,44,35,255.32,312.1,1.26,0
2024-09-01 09:00:00,20,CBD,58,32,404.39,404.2,1.81,0
2024-09-01 10:00:00,1,Residential,19,14,244.74,328.4,1.36,0
2024-09-01 10:00:00,2,Mixed,29,15,232.61,447.5,1.93,0
2024-09-01 10:00:00,3,Mixed,25,14,293.88,413.6,1.79,0
2024-09-01 10:00:00,4,Residential,18,11,313.0,376.8,1.64,0
2024-09-01 10:00:00,5,Mixed,21,16,255.39,311.6,1.31,0
2024-09-01 10:00:00,6,Mixed,28,19,227.57,364.3,1.47,1
2024-09-01 10:00:00,7,Residential,24,15,199.56,372.0,1.6,0
2024-09-01 10:00:00,8,Residential,16,9,334.48,398.6,1.78,0
2024-09-01 10:00:00,9,Mixed,26,18,233.8,352.8,1.44,0
2024-09-01 10:00:00,10,CBD,60,34,309.66,397.8,1.76,0
2024-09-01 10:00:00,11,CBD,62,30,458.58,452.4,2.07,0
2024-09-01 10:00:00,12,CBD,41,39,190.81,268.9,1.05,0
2024-09-01 10:00:00,13,Mixed,24,17,176.85,339.5,1.41,0
2024-09-01 10:00:00,14,Mixed,20,16,186.27,301.3,1.25,0
2024-09-01 10:00:00,15,Mixed,21,15,313.55,349.4,1.4,0
2024-09-01 10:00:00,16,Mixed,26,12,322.61,483.9,2.17,0
2024-09-01 10:00:00,17,Residential,15,6,358.22,602.1,2.5,0
2024-09-01 10:00:00,18,Residential,20,15,330.99,343.5,1.33,0
2024-09-01 10:00:00,19,CBD,50,39,272.27,317.8,1.28,0
2024-09-01 10:00:00,20,CBD,62,37,194.91,399.7,1.68,0
2024-09-01 11:00:00,1,Residential,10,11,105.91,236.9,1.0,0
2024-09-01 11:00:00,2,Mixed,18,16,184.07,286.4,1.12,0
2024-09-01 11:00:00,3,Mixed,32,15,398.52,479.7,2.13,0
2024-09-01 11:00:00,4,Residential,23,12,396.66,456.2,1.92,0
2024-09-01 11:00:00,5,Mixed,29,15,392.75,448.0,1.93,0
2024-09-01 11:00:00,6,Mixed,23,16,259.38,360.7,1.44,0
2024-09-01 11:00:00,7,Residential,15,15,164.62,269.9,1.0,0
2024-09-01 11:00:00,8,Residential,18,5,533.13,777.5,3.5,0
2024-09-01 11:00:00,9,Mixed,18,17,250.41,287.1,1.06,0
2024-09-01 11:00:00,10,CBD,61,30,320.31,457.4,2.03,0
2024-09-01 11:00:00,11,CBD,66,33,474.03,435.6,2.0,0
2024-09-01 11:00:00,12,CBD,66,40,310.18,366.6,1.65,1
2024-09-01 11:00:00,13,Mixed,17,19,169.34,230.2,1.0,0
2024-09-01 11:00:00,14,Mixed,23,27,185.89,223.3,1.0,0
2024-09-01 11:00:00,15,Mixed,26,17,255.88,343.9,1.53,0
2024-09-01 11:00:00,16,Mixed,27,17,210.13,368.9,1.59,0
2024-09-01 11:00:00,17,Residential,14,9,226.29,390.5,1.56,0
2024-09-01 11:00:00,18,Residential,21,16,194.17,303.4,1.31,0
2024-09-01 11:00:00,19,CBD,41,40,148.78,295.0,1.02,0
2024-09-01 11:00:00,20,CBD,45,44,142.18,278.2,1.02,0
2024-09-01 12:00:00,1,Residential,18,17,179.12,268.2,1.06,0
2024-09-01 12:00:00,2,Mixed,13,12,229.52,273.1,1.08,0
2024-09-01 12:00:00,3,Mixed,22,12,445.51,434.0,1.83,0
2024-09-01 12:00:00,4,Residential,20,12,280.67,396.3,1.67,0
2024-09-01 12:00:00,5,Mixed,23,21,210.45,277.7,1.1,0
2024-09-01 12:00:00,6,Mixed,44,17,491.96,556.6,2.59,0
2024-09-01 12:00:00,7,Residential,21,12,326.15,409.6,1.75,0
2024-09-01 12:00:00,8,Residential,15,9,211.1,371.3,1.67,0
2024-09-01 12:00:00,9,Mixed,30,13,378.75,523.2,2.31,0
2024-09-01 12:00:00,10,CBD,54,40,292.82,339.9,1.35,0
2024-09-01 12:00:00,11,CBD,49,45,217.69,279.3,1.09,0
2024-09-01 12:00:00,12,CBD,40,42,203.32,243.1,1.0,0
2024-09-01 12:00:00,13,Mixed,27,13,348.17,472.8,2.08,0
2024-09-01 12:00:00,14,Mixed,20,12,282.56,394.2,1.67,0
2024-09-01 12:00:00,15,Mixed,22,16,269.9,340.8,1.38,0
2024-09-01 12:00:00,16,Mixed,33,18,364.31,429.6,1.83,0
2024-09-01 12:00:00,17,Residential,22,10,236.88,523.2,2.2,0
2024-09-01 12:00:00,18,Residential,10,15,138.11,181.4,1.0,0
2024-09-01 12:00:00,19,CBD,48,36,266.1,322.8,1.33,0
2024-09-01 12:00:00,20,CBD,45,36,227.21,297.9,1.25,0
2024-09-01 13:00:00,1,Residential,16,10,315.03,396.0,1.6,0
2024-09-01 13:00:00,2,Mixed,18,13,318.97,335.5,1.38,0
2024-09-01 13:00:00,3,Mixed,17,21,142.29,236.0,1.0,0
2024-09-01 13:00:00,4,Residential,16,14,156.55,291.9,1.14,0
2024-09-01 13:00:00,5,Mixed,21,21,159.14,245.8,1.0,0
2024-09-01 13:00:00,6,Mixed,23,18,293.75,357.7,1.28,0
2024-09-01 13:00:00,7,Residential,25,10,420.03,541.8,2.5,0
2024-09-01 13:00:00,8,Residential,13,5,429.17,611.8,2.6,0
2024-09-01 13:00:00,9,Mixed,18,16,235.17,271.0,1.12,0
2024-09-01 13:00:00,10,CBD,45,31,262.11,347.1,1.45,0
2024-09-01 13:00:00,11,CBD,51,35,325.28,347.0,1.46,0
2024-09-01 13:00:00,12,CBD,57,36,347.04,396.0,1.58,0
2024-09-01 13:00:00,13,Mixed,25,21,183.37,275.8,1.19,0
2024-09-01 13:00:00,14,Mixed,26,14,354.88,438.7,1.86,0
2024-09-01 13:00:00,15,Mixed,22,14,280.4,372.9,1.57,0
2024-09-01 13:00:00,16,Mixed,27,15,279.32,396.3,1.8,0
2024-09-01 13:00:00,17,Residential,22,11,386.56,463.7,2.0,1
2024-09-01 13:00:00,18,Residential,9,8,238.02,294.1,1.12,0
2024-09-01 13:00:00,19,CBD,50,20,513.13,573.6,2.5,0
2024-09-01 13:00:00,20,CBD,43,37,209.81,309.0,1.16,0
2024-09-01 14:00:00,1,Residential,15,16,218.84,223.8,1.0,0
2024-09-01 14:00:00,2,Mixed,15,15,217.11,298.6,1.0,0
2024-09-01 14:00:00,3,Mixed,16,14,222.6,281.2,1.14,0
2024-09-01 14:00:00,4,Residential,22,14,308.31,407.8,1.57,0
2024-09-01 14:00:00,5,Mixed,23,15,129.82,374.4,1.53,0
2024-09-01 14:00:00,6,Mixed,25,20,147.37,313.9,1.25,0
2024-09-01 14:00:00,7,Residential,26,13,195.62,457.2,2.0,1
2024-09-01 14:00:00,8,Residential,12,12,204.86,259.4,1.0,0
2024-09-01 14:00:00,9,Mixed,29,19,348.57,388.8,1.53,0
2024-09-01 14:00:00,10,CBD,51,28,299.6,411.0,1.82,0
2024-09-01 14:00:00,11,CBD,40,42,165.81,213.9,1.0,0
2024-09-01 14:00:00,12,CBD,54,42,272.07,294.1,1.29,0
2024-09-01 14:00:00,13,Mixed,25,17,149.36,364.7,1.47,0
2024-09-01 14:00:00,14,Mixed,25,19,227.19,313.5,1.32,0
2024-09-01 14:00:00,15,Mixed,26,20,188.97,295.3,1.3,0
2024-09-01 14:00:00,16,Mixed,24,20,291.63,274.5,1.2,0
2024-09-01 14:00:00,17,Residential,20,13,314.85,332.8,1.54,0
2024-09-01 14:00:00,18,Residential,16,4,788.73,891.6,3.5,0
2024-09-01 14:00:00,19,CBD,50,28,248.69,418.7,1.79,0
2024-09-01 14:00:00,20,CBD,57,35,284.69,386.8,1.63,0
2024-09-01 15:00:00,1,Residential,17,16,175.27,265.6,1.06,0
2024-09-01 15:00:00,2,Mixed,30,26,211.83,305.7,1.15,0
2024-09-01 15:00:00,3,Mixed,17,13,198.63,309.9,1.31,0
2024-09-01 15:00:00,4,Residential,17,17,181.46,229.5,1.0,0
2024-09-01 15:00:00,5,Mixed,27,28,188.7,252.3,1.0,0
2024-09-01 15:00:00,6,Mixed,34,17,359.82,472.2,2.0,1
2024-09-01 15:00:00,7,Residential,14,12,204.3,260.4,1.17,0
2024-09-01 15:00:00,8,Residential,19,9,420.91,500.5,2.11,0
2024-09-01 15:00:00,9,Mixed,28,19,229.81,380.3,1.47,0
2024-09-01 15:00:00,10,CBD,52,44,131.82,293.1,1.18,0
2024-09-01 15:00:00,11,CBD,38,34,252.51,291.7,1.12,0
2024-09-01 15:00:00,12,CBD,61,29,305.81,456.4,2.1,0
2024-09-01 15:00:00,13,Mixed,23,17,217.17,325.9,1.35,0
2024-09-01 15:00:00,14,Mixed,20,16,203.32,278.7,1.25,0
2024-09-01 15:00:00,15,Mixed,21,14,359.41,365.4,1.5,0
2024-09-01 15:00:00,16,Mixed,37,26,267.62,351.2,1.42,0
2024-09-01 15:00:00,17,Residential,13,6,405.85,492.2,2.17,0
2024-09-01 15:00:00,18,Residential,15,9,233.93,407.9,1.67,0
2024-09-01 15:00:00,19,CBD,52,34,361.56,370.5,1.53,0
2024-09-01 15:00:00,20,CBD,49,42,267.77,297.6,1.17,0
2024-09-01 16:00:00,1,Residential,10,16,188.19,202.7,1.0,0
2024-09-01 16:00:00,2,Mixed,16,18,155.88,231.9,1.0,0
2024-09-01 16:00:00,3,Mixed,26,18,355.76,338.6,1.44,0
2024-09-01 16:00:00,4,Residential,22,13,396.21,420.5,1.69,0
2024-09-01 16:00:00,5,Mixed,21,28,180.21,227.1,1.0,0
2024-09-01 16:00:00,6,Mixed,31,19,230.42,372.0,1.63,0
2024-09-01 16:00:00,7,Residential,23,8,792.66,619.1,2.88,0
2024-09-01 16:00:00,8,Residential,13,13,197.99,244.9,1.0,0
2024-09-01 16:00:00,9,Mixed,19,22,164.02,228.7,1.0,0
2024-09-01 16:00:00,10,CBD,67,35,381.72,439.3,1.91,1
2024-09-01 16:00:00,11,CBD,56,29,442.81,442.9,1.93,0
2024-09-01 16:00:00,12,CBD,58,32,308.87,441.8,1.81,0
2024-09-01 16:00:00,13,Mixed,31,24,304.79,332.6,1.29,0
2024-09-01 16:00:00,14,Mixed,25,26,135.52,264.8,1.0,0
2024-09-01 16:00:00,15,Mixed,24,25,177.01,234.9,1.0,0
2024-09-01 16:00:00,16,Mixed,25,13,262.61,447.3,1.92,0
2024-09-01 16:00:00,17,Residential,13,14,143.81,243.2,1.0,0
2024-09-01 16:00:00,18,Residential,18,11,279.15,424.1,1.64,0
2024-09-01 16:00:00,19,CBD,37,30,272.3,324.1,1.23,0
2024-09-01 16:00:00,20,CBD,44,47,195.66,241.3,1.0,0
2024-09-01 17:00:00,1,Residential,15,12,241.58,321.3,1.25,0
2024-09-01 17:00:00,2,Mixed,31,16,207.6,473.8,1.94,0
2024-09-01 17:00:00,3,Mixed,26,22,204.99,290.0,1.18,0
2024-09-01 17:00:00,4,Residential,17,10,340.07,416.0,1.7,0
2024-09-01 17:00:00,5,Mixed,31,18,279.04,426.6,1.72,0
2024-09-01 17:00:00,6,Mixed,37,19,305.9,457.9,1.95,0
2024-09-01 17:00:00,7,Residential,15,12,268.71,295.3,1.25,0
2024-09-01 17:00:00,8,Residential,17,10,262.87,394.5,1.7,0
2024-09-01 17:00:00,9,Mixed,27,15,380.15,431.3,1.8,0
2024-09-01 17:00:00,10,CBD,49,55,180.37,236.4,1.0,0
2024-09-01 17:00:00,11,CBD,58,44,231.6,332.0,1.32,0
2024-09-01 17:00:00,12,CBD,57,34,354.49,409.9,1.68,0
2024-09-01 17:00:00,13,Mixed,21,11,391.96,430.1,1.91,0
2024-09-01 17:00:00,14,Mixed,30,16,342.34,443.6,1.88,0
2024-09-01 17:00:00,15,Mixed,24,16,135.43,340.2,1.5,0
2024-09-01 17:00:00,16,Mixed,21,19,232.21,298.2,1.11,0
2024-09-01 17:00:00,17,Residential,13,13,196.86,258.6,1.0,0
2024-09-01 17:00:00,18,Residential,30,14,311.76,500.7,2.14,0
2024-09-01 17:00:00,19,CBD,57,41,252.53,355.2,1.39,0
2024-09-01 17:00:00,20,CBD,64,46,250.37,304.7,1.39,0
2024-09-01 18:00:00,1,Residential,13,8,351.79,374.2,1.62,0
2024-09-01 18:00:00,2,Mixed,33,28,249.89,299.9,1.18,0
2024-09-01 18:00:00,3,Mixed,33,28,82.99,269.2,1.18,0
2024-09-01 18:00:00,4,Residential,24,10,434.35,535.6,2.4,0
2024-09-01 18:00:00,5,Mixed,35,20,396.85,392.5,1.75,0
2024-09-01 18:00:00,6,Mixed,26,26,139.28,268.0,1.0,0
2024-09-01 18:00:00,7,Residential,17,16,204.19,261.5,1.06,0
2024-09-01 18:00:00,8,Residential,23,17,211.92,332.4,1.35,0
2024-09-01 18:00:00,9,Mixed,30,31,176.41,276.7,1.0,0
2024-09-01 18:00:00,10,CBD,71,48,278.71,379.6,1.48,0
